"Customer Name","Item Name","Stock Code","# Sold","Category","Supplier","Stock Level","Price","Cost","Profit","Margin","Markup","Discounts","Tax","Total","# Refunded","Total","Balance"
"N/A","ON WINTERGREEN 2MG","5502200517","27","CHEW ON","HENERY'S","13.00","$92.23","$87.10","$5.13","5.56%","5.89%","$0.00","$6.46","$98.69","0.00","$0.00","$98.69"
"N/A","ON CINAMMON 2MG","5502200522","21","CHEW ON","HENERY'S","16.00","$71.19","$66.18","$5.01","7.04%","7.57%","$0.00","$4.99","$76.18","0.00","$0.00","$76.18"
"N/A","ON MINT 4MG","5502200524","215","CHEW ON","CORE MARK","69.00","$724.75","$675.10","$48.76","6.73%","7.35%","$0.89","$50.69","$774.55","0.00","$0.00","$774.55"
"N/A","ON WINTERGREEN 4MG","5502200523","186","CHEW ON","CORE MARK","63.00","$623.64","$583.35","$40.25","6.45%","6.91%","$0.04","$43.66","$667.26","0.00","$0.00","$667.26"
"N/A","ON CITRUS 8MG","5502200532","92","CHEW ON","HENERY'S","58.00","$312.78","$296.54","$15.91","5.09%","5.48%","$0.33","$21.89","$334.34","0.00","$0.00","$334.34"
"N/A","ON MINT 8MG","5502200530","325","CHEW ON","CORE MARK","75.00","$1083.55","$1015.48","$67.62","6.24%","6.70%","$0.45","$75.83","$1158.93","0.00","$0.00","$1158.93"
"N/A","ON WINTERGREEN 8MG","5502200529","335","CHEW ON","CORE MARK","70.00","$1148.15","$1053.39","$92.18","8.03%","9.00%","$2.58","$80.21","$1225.78","0.00","$0.00","$1225.78"
"N/A","ON ORIGINAL  2MG","5502200537","30","CHEW ON","HENERY'S","-5.00","$101.10","$97.80","$3.30","3.26%","3.37%","$0.00","$7.08","$108.18","0.00","$0.00","$108.18"
"N/A","ON ORIGINAL 4MG","5502200538","50","CHEW ON","HENERY'S","5.00","$176.60","$162.94","$12.71","7.20%","8.38%","$0.95","$12.31","$187.96","0.00","$0.00","$187.96"
"N/A","ON ORIGINAL 8MG","5502200539","40","CHEW ON","HENERY'S","30.00","$134.80","$130.20","$4.60","3.41%","3.53%","$0.00","$9.44","$144.24","0.00","$0.00","$144.24"
"N/A","WO WHITE GRAPE 2PK","3170004949","560","CIGAR WHITE OWL ","HENERY'S","34.00","$669.00","$574.14","$94.44","14.12%","16.52%","$0.42","$46.79","$715.37","0.00","$0.00","$715.37"
"N/A","WO SWEETS 2PK","3170004951","210","CIGAR WHITE OWL ","HENERY'S","90.00","$247.80","$189.60","$58.20","23.49%","30.70%","$0.00","$17.36","$265.16","0.00","$0.00","$265.16"
"N/A","WO PINEAPPLE 2PK","3170004995","362","CIGAR WHITE OWL ","HENERY'S","120.00","$427.98","$386.50","$41.48","9.69%","10.73%","$0.00","$29.97","$457.95","0.00","$0.00","$457.95"
"N/A","WO MANGO 2PK","3170005002","244","CIGAR WHITE OWL ","HENERY'S","86.00","$289.56","$268.40","$21.16","7.31%","7.88%","$0.00","$17.79","$307.35","0.00","$0.00","$307.35"
"N/A","WO TROPICAL TWIST 2PK","3170005041","49","CIGAR WHITE OWL ","HENERY'S","38.00","$65.61","$53.90","$9.19","14.01%","21.73%","$2.52","$4.40","$67.49","0.00","$0.00","$67.49"
"N/A","HOSE CLEANER B3","4814600841","1","SHISHA ACC","GLOBAL DIST","4.00","$4.99","$1.00","$3.99","79.96%","399.00%","$0.00","$0.35","$5.34","0.00","$0.00","$5.34"
"N/A","WO STRAWBERRY 2PK","3170004955","40","CIGAR WHITE OWL ","HENERY'S","17.00","$51.30","$44.00","$6.99","13.63%","16.59%","$0.31","$3.56","$54.55","0.00","$0.00","$54.55"
"N/A","BYO HEAVY DUTY BURNER","4814602332","1","SHISHA ACC","GLOBAL DIST","0.00","$19.99","$19.00","$0.99","4.95%","5.21%","$0.00","$1.40","$21.39","0.00","$0.00","$21.39"
"N/A","GAME MANGO 2PK","3170005014","5","CIGAR GAME","HENERY'S","25.00","$8.95","$5.95","$3.00","33.52%","50.42%","$0.00","$0.65","$9.60","0.00","$0.00","$9.60"
"N/A","B&M ORIGINAL WOOD TIP 5PK","7013700525","11","CIGAR B&M 5PK","HENERY'S","9.00","$70.59","$65.12","$5.47","7.75%","8.40%","$0.00","$4.94","$75.53","0.00","$0.00","$75.53"
"N/A","B&M SWEERS PL TIP $1.39","7013711535","25","CIGAR B&M PRE PRICE","HENERY'S","25.00","$23.25","$21.00","$2.25","9.68%","10.71%","$0.00","$1.63","$59.63","25.00","$37.18","$22.45"
"N/A","B&M CASINO PL TIP $1.39","7013711532","275","CIGAR B&M PRE PRICE","HENERY'S","0.00","$288.50","$231.00","$57.50","19.93%","24.89%","$0.00","$20.20","$308.70","0.00","$0.00","$308.70"
"N/A","B&M SWEET PL TIP","7013711491","299","CIGAR B&M PRE PRICE","HENERY'S","0.00","$290.81","$270.34","$20.47","7.04%","7.57%","$0.00","$20.36","$311.17","0.00","$0.00","$311.17"
"N/A","SWISHER LEAF HONEY 3PK","2590025901","7","CIGAR SWISHER LEAF","HENERY'S","13.00","$26.53","$18.41","$7.36","27.74%","44.11%","$0.76","$1.83","$27.60","0.00","$0.00","$27.60"
"N/A","SWISHER  MINI GREEN 3PK","2590022077","91","CIGAR SWISHER MINI","HENERY'S","13.00","$133.89","$124.10","$9.79","7.31%","7.89%","$0.00","$9.36","$143.25","0.00","$0.00","$143.25"
"N/A","SWISHER REG 2PK","2590020746","1423","CIGAR SWISHER 2PK ","GRANITE CITY","122.00","$1520.37","$1335.10","$180.08","11.84%","13.88%","$5.19","$106.03","$1621.21","0.00","$0.00","$1621.21"
"N/A","SWISHER MINI GRAPE 3PK","2590022081","122","CIGAR SWISHER MINI","GRANITE CITY","20.00","$187.38","$155.85","$31.53","16.83%","20.23%","$0.00","$13.08","$200.46","0.00","$0.00","$200.46"
"N/A","SWISHER MINI REG 3PK","2590022080","261","CIGAR SWISHER MINI","GRANITE CITY","24.00","$411.99","$323.31","$88.68","21.52%","27.43%","$0.00","$28.81","$440.80","0.00","$0.00","$440.80"
"N/A","SWISHER GRAPE 2PK","2590020748","1173","CIGAR SWISHER 2PK ","GRANITE CITY","107.00","$1392.27","$1244.62","$146.15","10.50%","11.86%","$1.50","$97.27","$1488.04","0.00","$0.00","$1488.04"
"N/A","SWISHER BLK BERRY 2PK","2590023549","31","CIGAR SWISHER BLK","HENERY'S","28.00","$41.49","$36.89","$4.60","11.09%","12.47%","$0.00","$2.90","$44.39","0.00","$0.00","$44.39"
"N/A","SWISHER BLK SMOOTH 2PK","2590022743","75","CIGAR SWISHER BLK","HENERY'S","75.00","$101.25","$83.85","$17.40","17.19%","20.75%","$0.00","$7.09","$108.34","0.00","$0.00","$108.34"
"N/A","SWISHER PEACH 2PK","2590022885","4","CIGAR SWISHER 2PK ","HENERY'S","25.00","$5.96","$4.40","$1.56","26.17%","35.45%","$0.00","$0.40","$6.36","0.00","$0.00","$6.36"
"N/A","SWISHER STRAWBERRY 2PK","2590022886","39","CIGAR SWISHER 2PK ","HENERY'S","18.00","$48.81","$42.26","$6.49","13.30%","15.50%","$0.06","$3.41","$52.16","0.00","$0.00","$52.16"
"N/A","BACKWOOD 5PK HONEY","7161030183","16","CIGAR BACKWOOD 5PK","HENERY'S","8.00","$91.04","$78.40","$12.64","13.88%","16.12%","$0.00","$6.37","$97.41","0.00","$0.00","$97.41"
"N/A","BACKWOODS HONEY BERRY 5PK","7161030186","146","CIGAR BACKWOOD 5PK","HENERY'S","11.00","$771.10","$672.48","$97.11","12.59%","14.67%","$1.51","$53.85","$823.44","0.00","$0.00","$823.44"
"N/A","BACKWOOD COGNAC 5PK","7161020283","19","CIGAR BACKWOOD 5PK","HENERY'S","5.00","$101.61","$92.34","$8.96","8.82%","10.04%","$0.31","$7.08","$108.38","0.00","$0.00","$108.38"
"N/A","BACKWOODS 5 SWEET AROMATIC","7161030192","9","CIGAR BACKWOOD 5PK","HENERY'S","7.00","$47.71","$44.10","$3.61","7.57%","8.19%","$0.00","$3.34","$51.05","0.00","$0.00","$51.05"
"N/A","ASHTRAY SA 15","9999961518","1","CIGAR ACC","GLOBAL DIST","17.00","$4.99","$1.00","$3.99","79.96%","399.00%","$0.00","$0.35","$5.34","0.00","$0.00","$5.34"
"N/A","ZIG-ZAG COMBO HEMP LEAVES&TIPS","0866001719","6","ZIG ZAG","GLOBAL DIST","18.00","$13.74","$6.78","$6.96","50.66%","102.65%","$0.00","$0.96","$14.70","0.00","$0.00","$14.70"
"N/A","SCORCH TORCH 61707","1876601511","2","TORCH LIGHTERS","GLOBAL DIST","4.00","$45.98","$16.50","$29.48","64.11%","178.67%","$0.00","$3.22","$49.20","0.00","$0.00","$49.20"
"N/A","YO CAN ZEN","7588608590","3","MOD","GLOBAL DIST","2.00","$41.97","$15.00","$26.97","64.26%","179.80%","$0.00","$2.94","$44.91","0.00","$0.00","$44.91"
"N/A","OOZE BRINK","4021242390","3","MOD","GLOBAL DIST","2.00","$254.97","$123.50","$131.47","51.56%","106.45%","$0.00","$17.85","$272.82","0.00","$0.00","$272.82"
"N/A","LOOKAH SEAHORSE 2","7319959402","4","MOD","GLOBAL DIST","2.00","$179.96","$73.00","$104.96","58.32%","146.52%","$2.00","$12.46","$190.42","0.00","$0.00","$190.42"
"N/A","PILL CASE KEY CHAIN","8163525000","1","GLASS HAND PIPE","GLOBAL DIST","24.00","$3.99","$0.68","$3.31","82.96%","486.76%","$0.00","$0.28","$4.27","0.00","$0.00","$4.27"
"N/A","METAL PIPE MP 07","9999965364","2","GLASS HAND PIPE","GLOBAL DIST","22.00","$7.98","$2.50","$5.48","68.67%","219.20%","$0.00","$0.56","$8.54","0.00","$0.00","$8.54"
"N/A","GLASS PIPE DY 11","9999954121","3","GLASS HAND PIPE","GLOBAL DIST","9.00","$26.97","$8.25","$18.72","69.41%","226.91%","$0.00","$1.89","$28.86","0.00","$0.00","$28.86"
"N/A","GLASS PIPE DY 17","9999979999","4","GLASS HAND PIPE","GLOBAL DIST","18.00","$31.96","$8.84","$23.12","72.34%","261.54%","$0.00","$2.24","$34.20","0.00","$0.00","$34.20"
"N/A","SILICONE ROUND CONTAINER","3208400007","2","GLASS ACC","GLOBAL DIST","23.00","$11.98","$4.00","$7.98","66.61%","199.50%","$0.00","$0.84","$12.82","0.00","$0.00","$12.82"
"N/A","HS PIPE STIX","1472502158","1","GLASS ACC","GLOBAL DIST","8.00","$8.99","$4.00","$4.99","55.51%","124.75%","$0.00","$0.63","$9.62","0.00","$0.00","$9.62"
"N/A","DOWNSTREAM GQB 054","1189604602","1","GLASS ACC","GLOBAL DIST","6.00","$9.99","$3.00","$6.99","69.97%","233.00%","$0.00","$0.70","$10.69","0.00","$0.00","$10.69"
"N/A","DOWNSTEM BIG","9999923928","6","GLASS ACC","GLOBAL DIST","9.00","$53.94","$18.00","$34.20","63.40%","199.67%","$1.74","$3.66","$55.86","0.00","$0.00","$55.86"
"N/A","SMOK NORD 5 EMPTY POD","3676081054","-3","MOD","GLOBAL DIST","24.00","-$11.41","-$5.49","-$5.92","0","107.83%","$0.00","-$0.80","-$12.21","0.00","$0.00","-$12.21"
"N/A","GLASS BOWL FLOWER","9999932572","5","GLASS ACC","GLOBAL DIST","19.00","$99.95","$25.00","$74.95","74.99%","299.80%","$0.00","$7.00","$106.95","0.00","$0.00","$106.95"
"N/A","GLASS BOWL SA 68","9999976120","2","GLASS ACC","GLOBAL DIST","8.00","$27.98","$5.00","$22.98","82.13%","459.60%","$0.00","$1.96","$29.94","0.00","$0.00","$29.94"
"N/A","GLASS BOWL GQB 029","9999946901","1","GLASS ACC","GLOBAL DIST","4.00","$21.99","$5.50","$16.49","74.99%","299.82%","$0.00","$1.54","$23.53","0.00","$0.00","$23.53"
"N/A","SMOK RPM 3 COIL 0.15","3676080240","10","MOD","GLOBAL DIST","38.00","$39.98","$20.00","$19.98","49.97%","99.90%","$0.00","$2.80","$42.78","0.00","$0.00","$42.78"
"N/A","RHINO 25K","8564291088","7","MISC","GLOBAL DIST","0.00","$55.93","$13.44","$40.61","72.61%","316.15%","$1.88","$3.79","$57.84","0.00","$0.00","$57.84"
"N/A","ASH 13","9660386547","7","CIGAR ACC","GLOBAL DIST","5.00","$48.93","$15.19","$33.62","68.71%","222.12%","$0.12","$3.42","$52.23","0.00","$0.00","$52.23"
"N/A","EX 12","8163540012","2","CIGAR ACC","GLOBAL DIST","10.00","$9.98","$3.00","$5.95","59.62%","232.67%","$1.03","$0.63","$9.58","0.00","$0.00","$9.58"
"N/A","EX 30","8163540030","1","CIGAR ACC","GLOBAL DIST","11.00","$5.99","$2.25","$3.74","62.44%","166.22%","$0.00","$0.42","$6.41","0.00","$0.00","$6.41"
"N/A","ZD 94 ","8163553593","4","TORCH LIGHTERS","GLOBAL DIST","5.00","$91.96","$33.20","$58.09","63.17%","176.99%","$0.67","$6.39","$97.68","0.00","$0.00","$97.68"
"N/A","NEON BUTANE","5555300814","43","LIGHTER","MIDWEST","53.00","$150.07","$76.69","$70.70","47.11%","95.68%","$2.68","$10.17","$157.56","0.00","$0.00","$157.56"
"N/A","RAW SMOKERMAN'S HAT","1616529152","2","MISC","GLOBAL DIST","3.00","$31.98","$14.00","$17.98","56.22%","128.43%","$0.00","$2.24","$34.22","0.00","$0.00","$34.22"
"N/A","SCORCH 61579","1876601381","7","TORCH LIGHTERS","GLOBAL DIST","0.00","$139.93","$56.00","$83.93","59.98%","149.87%","$0.00","$9.80","$149.73","0.00","$0.00","$149.73"
"N/A","SB L 22","1149056876","20","TORCH LIGHTERS","GLOBAL DIST","0.00","$59.80","$22.00","$37.05","61.96%","171.82%","$0.75","$4.14","$63.19","0.00","$0.00","$63.19"
"N/A","SWISHER BLK COCOA 2PK","2590024574","30","CIGAR SWISHER BLK","HENERY'S","45.00","$39.90","$35.70","$4.20","10.53%","11.76%","$0.00","$2.80","$42.70","0.00","$0.00","$42.70"
"N/A","HUSKY FC NATURAL","7310000113","615","CHEW HUSKY","CORE MARK","20.00","$1974.15","$1758.75","$215.40","10.91%","12.25%","$0.00","$138.19","$2112.34","0.00","$0.00","$2112.34"
"N/A","KENTUCKY BLUE 6OZ","9872100240","2","TOBACCO KENTUCKY","PHILIPS & KING","0.00","$13.48","$11.80","$1.68","12.46%","14.24%","$0.00","$0.94","$14.42","0.00","$0.00","$14.42"
"N/A","A FUENTE CHATEAU FUENTE SUNGROWN","4318210069","2","PREMIUM CIGARS","PHILIPS & KING","18.00","$18.03","$13.28","$4.75","26.35%","35.78%","$0.00","$1.26","$19.29","0.00","$0.00","$19.29"
"N/A","A FUENTE CHATEAU FUENTE MADURO","4318210057","11","PREMIUM CIGARS","PHILIPS & KING","29.00","$98.90","$73.90","$25.00","25.28%","33.83%","$0.00","$6.92","$105.82","0.00","$0.00","$105.82"
"N/A","AF SELCAN PRIVADA NO 1 D'ORO","4318210247","2","PREMIUM CIGARS","PHILIPS & KING","23.00","$19.98","$13.64","$5.34","26.73%","46.48%","$1.00","$1.33","$20.31","0.00","$0.00","$20.31"
"N/A","SMOKE NOVO 2C KIT","9300000676","10","MOD","MIDWEST","0.00","$139.90","$68.10","$68.42","48.91%","105.43%","$3.38","$9.56","$146.08","0.00","$0.00","$146.08"
"N/A","DETOXIFY READY CLEAN 16OZ","7043400771","1","DETOX","ART OF GLASS","2.00","$29.99","$12.00","$17.99","59.99%","149.92%","$0.00","$2.10","$32.09","0.00","$0.00","$32.09"
"N/A","DETOXIFY GO CLEAN HERBAL","7043400005","1","DETOX","ART OF GLASS","11.00","$39.99","$15.00","$24.99","62.49%","166.60%","$0.00","$2.80","$42.79","0.00","$0.00","$42.79"
"N/A","TKC WHITE MAENG DA 8OZ","5003987122","2","KRATOM COMPANY 8OZ","ART OF GLASS","3.00","$59.98","$30.00","$29.31","48.87%","99.93%","$0.67","$4.15","$63.46","0.00","$0.00","$63.46"
"N/A","BIC AMERICANA LIGHTER","7033060499","72","LIGHTER","ART OF GLASS","19.00","$110.18","$86.40","$23.26","21.11%","27.52%","$0.52","$7.63","$117.29","0.00","$0.00","$117.29"
"N/A","BIC SHOP TALK LIGHTER","7033066129","50","LIGHTER","ART OF GLASS","0.00","$65.50","$63.50","$2.00","3.05%","3.15%","$0.00","$4.59","$70.09","0.00","$0.00","$70.09"
"N/A","B&M CASINO PL TIP .99","7013711277","50","CIGAR B&M PRE PRICE","HENERY'S","0.00","$43.25","$42.00","$1.25","2.89%","2.98%","$0.00","$3.03","$46.28","0.00","$0.00","$46.28"
"N/A","NJOY RICH TOBBACO 5%","1997901102","11","NJOY","HENERY'S","9.00","$96.39","$79.31","$17.08","17.72%","21.54%","$0.00","$6.74","$103.13","0.00","$0.00","$103.13"
"N/A","LOON SALTS 50MG FROZEN PEACH","8809986984","8","LOON SALTS 50MG","GRANITE CITY","7.00","$84.72","$48.00","$36.18","42.70%","76.51%","$0.55","$5.88","$90.06","0.00","$0.00","$90.06"
"N/A","LOON NYXX SPEARMINT 7MG","6746199202","25","CHEW LOON NYXX","GRANITE CITY","6.00","$105.43","$104.96","$0.47","0.45%","0.45%","$0.00","$7.37","$112.80","0.00","$0.00","$112.80"
"N/A","LOON NYXX WINTERGREEN 7MG","6746199208","197","CHEW LOON NYXX","GRANITE CITY","67.00","$791.73","$712.30","$79.19","10.00%","11.15%","$0.24","$55.39","$846.88","0.00","$0.00","$846.88"
"N/A","LOON NYXX ARCTIC MINT 14MG","6746199159","65","CHEW LOON NYXX","GRANITE CITY","120.00","$267.65","$235.10","$32.12","12.00%","13.85%","$0.43","$18.70","$285.92","0.00","$0.00","$285.92"
"N/A","LOON NYXX ARCTIC MINT 7MG","6746199158","24","CHEW LOON NYXX","GRANITE CITY","11.00","$102.76","$112.80","-$10.73","-10.44%","-8.90%","$0.69","$7.16","$109.23","0.00","$0.00","$109.23"
"N/A","LOON NYXX GUM MINT 7MG","6746199205","41","CHEW LOON NYXX","GRANITE CITY","12.00","$182.79","$163.90","$18.89","10.33%","11.53%","$0.00","$12.79","$195.58","0.00","$0.00","$195.58"
"N/A","GRIZZLY PEPPERMINT 7MG","4210002648","5","CHEW GRIZZLY POUCHES","HENERY'S","5.00","$23.45","$20.00","$3.45","14.71%","17.25%","$0.00","$1.64","$25.09","0.00","$0.00","$25.09"
"N/A","TOP KGS HANDHELD INJ MCH","7717026004","1","MISC","GRANITE CITY","5.00","$7.39","$4.42","$2.97","40.19%","67.19%","$0.00","$0.52","$7.91","0.00","$0.00","$7.91"
"N/A","GEEKBAR PULSE X 25K STRAWBERRY B-POP","1012543832","177","GEEKBAR PULSE X 15K","MIDWEST","28.00","$2405.33","$1858.50","$528.59","21.98%","29.42%","$18.24","$167.13","$2554.22","0.00","$0.00","$2554.22"
"N/A","GEEKBAR PULSE 7.5K CALIFORNIA CHERRY","1012543590","66","GEEKBAR PULSE 7.5K","MIDWEST","16.00","$796.89","$524.08","$266.80","33.48%","52.06%","$6.01","$55.38","$846.26","0.00","$0.00","$846.26"
"N/A","GEEKBAR PULSE 7.5K FROZEN WATERMELON","1012543906","87","GEEKBAR PULSE 7.5K","GRANITE CITY","13.00","$962.98","$735.50","$222.74","23.13%","30.93%","$4.74","$67.09","$1025.33","0.00","$0.00","$1025.33"
"N/A","PILLOW TALK 8.5K CLEAR","1010876539","6","PILLOW TALK","MIDWEST","0.00","$24.00","$39.00","-$15.00","-62.50%","-38.46%","$0.00","$1.68","$25.68","0.00","$0.00","$25.68"
"N/A","TRUE STORY 20K WATERMELON TRILLER","9831254131","9","TRUE STORY","MIDWEST","-1.00","$128.91","$67.50","$59.53","46.18%","90.98%","$1.88","$8.90","$135.93","0.00","$0.00","$135.93"
"N/A","TRUE STORY 20K DRAGON FRUIT LEMONADE","9831254157","7","TRUE STORY","MIDWEST","3.00","$106.93","$52.50","$54.43","50.90%","103.68%","$0.00","$7.49","$114.42","0.00","$0.00","$114.42"
"N/A","SOLARIS 25K WATERMELON BUBBLEGUM","4039580440","12","SOLARIS 25K","MIDWEST","0.00","$188.88","$96.00","$92.22","48.82%","96.75%","$0.66","$13.18","$201.40","0.00","$0.00","$201.40"
"N/A","SOLARIS 25K SUMMER BLAST ","4039580446","16","SOLARIS 25K","MIDWEST","4.00","$257.84","$128.00","$127.26","49.36%","101.44%","$2.58","$17.88","$273.14","0.00","$0.00","$273.14"
"N/A","SOLARIS 25K STRAWBERRY BANANA ","4039580450","7","SOLARIS 25K","MIDWEST","1.00","$103.93","$56.00","$47.38","45.59%","85.59%","$0.55","$7.24","$110.62","0.00","$0.00","$110.62"
"N/A","SOLARIS 25K STRAWBERRY KIWI ","4039580436","5","SOLARIS 25K","MIDWEST","3.00","$77.95","$40.00","$37.95","48.69%","94.87%","$0.00","$5.46","$83.41","0.00","$0.00","$83.41"
"N/A","SOLARIS 25K MANGO COLADA","4039580451","7","SOLARIS 25K","MIDWEST","0.00","$107.93","$56.00","$50.36","46.66%","92.73%","$1.57","$7.44","$113.80","0.00","$0.00","$113.80"
"N/A","SOLARIS 25K PINEAPPLE PASSION","4039580447","9","SOLARIS 25K","MIDWEST","6.00","$140.91","$72.00","$68.41","48.55%","95.71%","$0.50","$9.83","$150.24","0.00","$0.00","$150.24"
"N/A","CHRIS BROWN 15K BLUE SLURPIE","4039580488","31","CHRIS BROWN","MIDWEST","0.00","$395.19","$203.30","$187.82","47.53%","94.39%","$4.07","$27.30","$418.42","0.00","$0.00","$418.42"
"N/A","ZIPPO HARLEY DAVIDSON "UNITED WE RIDE" MATTE BLACK 48983","9169325337","1","LIGHTER","PHILIPS & KING","0.00","$40.95","$21.99","$11.22","27.40%","86.22%","$7.74","$2.32","$35.53","0.00","$0.00","$35.53"
"N/A","VELO DRAGON FRUIT 7 MG","4017060096","43","CHEW VELO","HENERY'S","7.00","$169.72","$171.45","-$2.99","-1.76%","-1.01%","$1.26","$11.81","$180.27","0.00","$0.00","$180.27"
"N/A","BACKWOOD VANILLA 5PK ","7161020335","16","CIGAR BACKWOOD 5PK","HENERY'S","0.00","$84.00","$78.40","$5.60","6.67%","7.14%","$0.00","$5.88","$89.88","0.00","$0.00","$89.88"
"N/A","SWFT 30K JUICY PEACH ICE","1015254044","22","SWFT 30K","MIDWEST","18.00","$224.98","$181.50","$41.18","18.30%","23.96%","$2.30","$15.59","$238.27","0.00","$0.00","$238.27"
"N/A","SWFT 30K APPLE MANGO MELON","1015254036","6","SWFT 30K","MIDWEST","24.00","$62.99","$49.50","$13.49","21.42%","27.25%","$0.00","$4.41","$67.40","0.00","$0.00","$67.40"
"N/A","SWFT 30K RAINBOW CANDY","1015254049","68","SWFT 30K","MIDWEST","20.00","$695.92","$561.00","$132.57","19.05%","24.05%","$2.35","$48.55","$742.12","0.00","$0.00","$742.12"
"N/A","SWFT 30K COOL MINT","1015254043","96","SWFT 30K","MIDWEST","9.00","$983.89","$811.95","$170.91","17.37%","21.18%","$1.03","$68.81","$1051.67","0.00","$0.00","$1051.67"
"N/A","SWFT 30K LEMON MIST ICE","1015254046","15","SWFT 30K","MIDWEST","9.00","$144.00","$123.75","$20.25","14.06%","16.36%","$0.00","$10.08","$154.08","0.00","$0.00","$154.08"
"N/A","GRINDS SPEARMINT POUCHES","5840900479","1","CHEW GRINDS","UNKNOWN","0.00","$0.01","$3.26","-$3.25","-32500.00%","-99.69%","$0.00","$0.00","$0.01","0.00","$0.00","$0.01"
"N/A","LOST MARY 20K WATERMELON ICE","5671640527","8","LOST MARY 20K","MY SMOKE","7.00","$135.92","$69.84","$63.03","46.37%","94.62%","$3.05","$9.28","$142.15","0.00","$0.00","$142.15"
"N/A","B&M JAZZ PL TIP 'NICE PRICE'","7013783935","25","CIGAR  B&M SINGLE","GRANITE CITY","0.00","$20.25","$17.50","$2.75","13.58%","15.71%","$0.00","$1.42","$21.67","0.00","$0.00","$21.67"
"N/A","SWISHER WATERMELON HAZE 2PK","2590030739","30","CIGAR SWISHER 2PK ","GRANITE CITY","0.00","$28.20","$26.10","$2.10","7.45%","8.05%","$0.00","$1.97","$30.17","0.00","$0.00","$30.17"
"N/A","RAZ 25K BLUEBERRY WATERMELON","7598405690","2","RAZ 25K","MIDWEST","0.00","$41.98","$19.56","$22.42","53.41%","114.62%","$0.00","$2.94","$44.92","0.00","$0.00","$44.92"
"N/A","RAZ LTX 25K MANGO LOCO","7286650814","6","RAZ LTX 25K","MIDWEST","5.00","$113.94","$58.68","$55.26","48.50%","94.17%","$0.00","$7.98","$121.92","0.00","$0.00","$121.92"
"N/A","PILLOW TALK ICE 40K STRAWBERRY KIWI","0147300073","2","PILLOW TALK 40K","MY SMOKE","10.00","$34.98","$17.50","$17.48","49.97%","99.89%","$0.00","$2.45","$37.43","0.00","$0.00","$37.43"
"N/A","NORTH 15K MIAMI MINT","4039581527","9","NORTH 15K","MIDWEST","10.00","$104.91","$69.75","$35.16","33.51%","50.41%","$0.00","$7.35","$112.26","0.00","$0.00","$112.26"
"N/A","NORTH 5K CHERRY LEMON","0198036573","45","NORTH 5K","MIDWEST","12.00","$583.80","$308.25","$261.99","44.88%","89.39%","$13.56","$39.94","$610.18","0.00","$0.00","$610.18"
"N/A","GEEK BAR PULSE X 25K COOL MINT","1012543998","167","GEEKBAR PULSE X 15K","MIDWEST","17.00","$2135.40","$1736.00","$374.56","17.54%","23.01%","$24.84","$147.75","$2258.31","0.00","$0.00","$2258.31"
"N/A","GEEK BAR PULSE X 25K BLACKBERRY BLUEBERRY","1012543992","174","GEEKBAR PULSE X 15K","MIDWEST","24.00","$2564.31","$1823.50","$713.77","27.83%","40.63%","$27.04","$177.65","$2714.92","0.00","$0.00","$2714.92"
"N/A","GEEK BAR PULSE X 25K WHITE PEACH RASPBERRY","1012543996","148","GEEKBAR PULSE X 15K","MY SMOKE","31.00","$2020.54","$1544.00","$459.29","22.73%","30.86%","$17.25","$140.25","$2143.54","0.00","$0.00","$2143.54"
"N/A","NORTH 50 MG STRAWBERRY BANANA","7528207116","3","NORTH 50MG","MIDWEST","6.00","$36.22","$16.50","$19.18","52.96%","119.52%","$0.54","$2.49","$38.17","0.00","$0.00","$38.17"
"N/A","KRATOM ROOTS GREEN MAENG DA 12ML","3652987412","1","KRATOM DRINK"," KRATOM ROOTS","0.00","$0.01","$8.99","-$8.98","-89800.00%","-99.89%","$0.00","$0.00","$0.01","0.00","$0.00","$0.01"
"N/A","COPENHAGEN WG PACKS","7310000021","50","CHEW COPE W&M","GRANITE CITY","0.00","$262.50","$247.50","$15.00","5.71%","6.06%","$0.00","$18.38","$280.88","0.00","$0.00","$280.88"
